index,unique_invoices,total_quantity,avg_quantity_per_order,unit_price_std,customer_age_days,days_since_last_purchase,average_days_between_purchase,is_onetime_buyer,target_clv
406,5,366,7.62,2.44,579,114,115.8,0,5.884519443319918
407,28,5557,13.29,2.74,637,8,22.75,0,7.05440647930783
408,7,1389,7.23,2.34,572,199,81.71428571428571,0,6.469002224007798
409,17,3259,14.29,2.45,639,92,37.588235294117645,0,7.421949223580882
410,5,599,15.76,1.67,631,29,126.2,0,4.776936228842529
411,2,173,3.26,1.25,423,423,211.5,0,5.132144711493453
412,6,730,10.58,3.35,569,315,94.83333333333333,0,6.972137537911405
413,4,504,19.38,0.58,565,6,141.25,0,5.651787179537821
414,5,1384,18.96,2.3,409,19,81.8,0,7.737908433810454
415,4,594,5.77,5.65,99,8,24.75,0,6.705834914119452
416,10,2870,8.13,2.62,643,128,64.3,0,7.358276604622581
417,11,3072,32.34,0.97,512,34,46.54545454545455,0,6.2545208797333585
418,10,3684,4.84,1.9,537,35,53.7,0,6.053311950434062
419,5,733,6.6,3.04,640,275,128.0,0,5.439382806826639
420,3,249,11.86,3.82,116,64,38.666666666666664,0,6.635841563298498
421,12,4439,14.09,2.42,297,9,24.75,0,7.324957898861734
422,5,2504,56.91,1.64,506,48,101.2,0,6.213407377845673
423,5,922,9.81,3.48,527,304,105.4,0,6.21856027826062
424,64,4240,7.67,3.4,645,2,10.078125,0,6.602085730849279
425,7,807,15.52,3.48,633,242,90.42857142857143,0,4.807130958034395
426,9,1268,12.43,2.7,593,47,65.88888888888889,0,6.125055312969879
427,10,1438,8.99,2.5,645,17,64.5,0,5.763119994001708
428,2,401,10.02,2.89,64,37,32.0,0,5.448675148136594
429,4,257,8.03,3.17,644,122,161.0,0,4.763881877142913
430,19,5375,11.04,3.75,593,30,31.210526315789473,0,7.560648012269748
431,26,1851,8.94,2.98,642,57,24.692307692307693,0,4.7235752503667126
432,8,1715,18.24,1.35,642,141,80.25,0,6.8134885545888135
433,1,208,9.04,3.21,269,269,269.0,1,4.712049547615187
434,2,179,11.93,2.5,179,134,89.5,0,6.3458468649868305
435,2,312,9.75,2.48,310,32,155.0,0,6.433245512331809
436,4,297,16.5,2.4,458,184,114.5,0,4.397899983830172
437,4,653,4.53,2.96,570,388,142.5,0,5.178125181219631
438,3,971,10.55,7.14,142,76,47.333333333333336,0,7.3584295439250935
439,3,993,9.83,2.95,55,7,18.333333333333332,0,5.861441279525061
440,4,533,25.38,3.08,417,59,104.25,0,5.619313318029751
441,9,1910,10.32,2.9,628,4,69.77777777777777,0,6.510823656892212
442,3,248,14.59,4.63,591,338,197.0,0,5.031744257306491
443,5,496,12.1,2.86,554,26,110.8,0,5.664556428155364
444,2,111,6.94,4.69,327,148,163.5,0,6.997970684253441
445,2,725,8.53,2.47,89,16,44.5,0,5.84110666551942
446,1,104,10.4,2.28,352,352,352.0,1,4.642947550322122
447,10,2497,16.65,8.76,632,47,63.2,0,6.370876534220452
448,4,1144,8.87,14.63,311,109,77.75,0,7.2844024436784025
449,3,187,10.39,3.16,129,11,43.0,0,5.034612203477704
450,9,1785,6.26,2.53,597,14,66.33333333333333,0,6.638463071641947
451,1,13,3.25,7.17,114,114,114.0,1,4.710070595813461
452,31,2476,9.67,2.3,429,17,13.838709677419354,0,6.966731484082434
453,11,678,6.34,2.99,585,3,53.18181818181818,0,5.48728346606066
454,5,555,9.1,3.2,500,149,100.0,0,5.637963133618907
455,5,235,1.34,2.07,554,150,110.8,0,4.892977250628023
456,3,271,4.23,1.78,333,110,111.0,0,5.944896911291647
457,6,385,9.62,2.88,297,51,49.5,0,4.662495252607361
458,18,1818,12.99,2.8,567,35,31.5,0,6.492421636675367
459,11,2261,9.08,2.74,598,111,54.36363636363637,0,7.630470970474361
460,12,1683,12.56,1.66,640,190,53.333333333333336,0,5.462644659969713
461,7,1092,8.34,2.61,603,50,86.14285714285714,0,6.163420061652759
462,1,122,4.07,4.29,49,49,49.0,1,6.109136465479957
463,2,144,4.65,1.55,320,243,160.0,0,4.730921391293652
464,3,548,3.54,1.37,549,344,183.0,0,6.600577732057918
465,3,233,1.85,1.77,337,277,112.33333333333333,0,5.271613983713487
466,21,1839,4.52,1.7,640,2,30.476190476190474,0,6.685773552488016
467,5,345,5.95,2.45,546,162,109.2,0,5.286649561680354
468,2,88,8.8,2.04,85,43,42.5,0,5.974343820299564
469,23,2905,16.99,3.13,640,6,27.82608695652174,0,7.094068857045629
470,10,1096,9.21,2.6,634,2,63.4,0,6.022478600637151
471,4,510,7.97,2.8,568,278,142.0,0,5.611813373892797
472,2,438,25.76,2.41,572,358,286.0,0,6.522680860521707
473,4,1242,14.61,2.19,164,9,41.0,0,6.6341207429228515
474,4,136,4.25,5.31,643,89,160.75,0,5.3525687813799525
475,16,3484,11.85,2.31,647,60,40.4375,0,6.538978834941018
476,6,476,8.35,3.84,634,113,105.66666666666667,0,5.632429677877625
477,3,61,6.1,5.39,173,115,57.666666666666664,0,3.353406717825807
478,1,34,5.67,5.38,395,395,395.0,1,5.659064009856823
479,4,301,6.14,1.72,561,404,140.25,0,4.784487233761747
480,20,3795,19.17,3.26,648,66,32.4,0,7.647914853938655
481,3,547,5.06,2.01,455,120,151.66666666666666,0,5.55288206253699
482,3,234,8.36,2.15,470,291,156.66666666666666,0,5.884686360362535
483,2,200,6.06,2.23,221,152,110.5,0,3.040705639196722
484,1,151,7.55,2.77,312,312,312.0,1,6.341099770255476
485,12,619,2.11,2.87,612,19,51.0,0,5.564941774473782
486,9,1250,8.56,2.21,646,80,71.77777777777777,0,6.201887534012811
487,4,453,3.31,4.36,460,73,115.0,0,6.38983790140239
488,7,377,5.54,3.36,404,22,57.714285714285715,0,4.93461780767234
489,9,637,2.86,3.17,646,119,71.77777777777777,0,4.689878913915045
490,5,867,11.12,2.78,549,85,109.8,0,6.401104262737446
491,16,5495,84.54,1.97,575,8,35.9375,0,7.448333860897476
492,5,803,16.39,1.36,195,15,39.0,0,6.370448777966549
493,6,768,5.73,2.96,521,83,86.83333333333333,0,6.972100031347752
494,13,1349,4.77,2.87,607,15,46.69230769230769,0,6.468164456144597
495,3,1051,12.66,1.77,648,352,216.0,0,6.783449768156538
496,4,236,7.87,3.49,194,31,48.5,0,5.577652197511989
497,2,284,3.84,2.3,135,96,67.5,0,4.390118804571218
498,1,177,10.41,0.88,346,346,346.0,1,6.769802698723652
499,9,587,8.76,4.31,641,8,71.22222222222223,0,5.438253206845554
500,1,536,13.07,2.85,15,15,15.0,1,7.3136736176991235
501,6,1191,14.7,3.08,512,84,85.33333333333333,0,6.5671505152208995
502,6,829,9.99,2.66,592,116,98.66666666666667,0,6.77166060395445
503,1,19,3.8,6.72,291,291,291.0,1,4.403054001865957
504,4,1013,9.93,2.22,561,166,140.25,0,5.972842222979887
505,9,3318,15.15,2.61,647,54,71.88888888888889,0,6.59931252044238
506,1,120,17.14,0.75,111,111,111.0,1,5.219815138393079
507,5,1164,9.31,4.42,581,113,116.2,0,7.200320409874851
508,10,821,7.97,3.66,567,121,56.7,0,5.699238834606328
509,4,50,3.33,3.03,645,196,161.25,0,2.5726122302071057
510,30,4182,8.48,3.05,637,22,21.233333333333334,0,7.076079326132238
511,2,157,22.43,4.21,316,59,158.0,0,5.1440000061636795
512,10,3737,8.75,2.33,644,247,64.4,0,6.994318222106996
513,1,84,7.64,1.07,64,64,64.0,1,6.206253294039438
514,1,110,55.0,0.21,354,354,354.0,1,6.595780513961311
515,4,1330,20.78,5.43,329,123,82.25,0,6.1134609164172335
516,125,135332,121.16,1.78,644,16,5.152,0,9.67810775268095
517,13,1207,20.12,2.61,487,7,37.46153846153846,0,6.300418754835302
518,11,1884,10.7,1.31,580,2,52.72727272727273,0,6.223964193346217
519,6,740,11.56,20.42,533,54,88.83333333333333,0,5.2479709921112985
520,10,2042,10.31,3.01,607,11,60.7,0,7.959150166041131
521,2,120,24.0,1.11,521,333,260.5,0,5.114875182085379
522,6,1362,17.02,3.02,395,38,65.83333333333333,0,5.926605974759486
523,8,918,5.53,2.86,480,114,60.0,0,6.380580059339054
524,1,172,14.33,0.31,304,304,304.0,1,6.0844538539508095
525,7,571,7.93,4.03,218,78,31.142857142857142,0,4.507116245512703
526,1,332,17.47,0.74,10,10,10.0,1,6.546211357931901
527,6,139,2.57,11.06,639,521,106.5,0,5.482428986888488
528,15,991,7.62,3.36,639,16,42.6,0,5.194178326806891
529,11,2962,6.7,2.95,635,85,57.72727272727273,0,7.022484768419038
530,5,1013,2.84,2.61,643,169,128.6,0,5.7152168522818645
531,1,22,7.33,0.69,437,437,437.0,1,4.4355674016019115
532,2,99,7.07,3.46,126,93,63.0,0,5.514234872770507
533,10,725,3.47,3.58,229,71,22.9,0,5.9582954857164685
534,5,804,40.2,0.51,168,17,33.6,0,5.655572142351778
535,9,1055,19.18,2.49,526,49,58.44444444444444,0,5.804019889615256
536,17,3229,13.07,3.77,633,2,37.23529411764706,0,7.610501243461353
537,12,3518,15.78,2.9,648,110,54.0,0,6.6929890397973795
538,4,416,6.03,2.75,502,165,125.5,0,4.833261477026235
539,5,554,8.03,2.6,566,89,113.2,0,6.121066354013828
540,2,1768,65.48,2.65,344,326,172.0,0,7.0881750284864955
541,5,1312,5.51,2.65,551,53,110.2,0,6.272084239559255
542,63,9236,16.46,2.61,648,18,10.285714285714286,0,8.514952683351506
543,17,1868,9.25,2.7,633,1,37.23529411764706,0,6.301592808389593
544,7,1922,15.02,2.83,562,108,80.28571428571429,0,6.7561413788068485
545,7,1012,2.47,4.66,563,6,80.42857142857143,0,5.792983120114503
546,50,15311,62.49,1.38,647,38,12.94,0,9.27926830802154
547,2,308,7.0,1.45,316,80,158.0,0,5.163642463221435
548,10,348,2.4,3.29,642,34,64.2,0,5.770474924423112
549,12,2245,74.83,3.87,360,4,30.0,0,5.827886233131163
550,5,632,12.15,3.46,604,273,120.8,0,4.857872539543846
551,2,68,6.18,4.13,332,196,166.0,0,4.237723145067448
552,92,33376,66.89,2.14,640,2,6.956521739130435,0,8.763479667369598
553,6,1087,11.69,2.15,346,6,57.666666666666664,0,6.736539820528287
554,1,728,121.33,0.71,38,38,38.0,1,5.656551094950762
555,2,242,8.64,3.72,6,3,3.0,0,6.59741851596555
556,1,136,9.07,4.41,14,14,14.0,1,5.49986949161877
557,5,643,10.05,4.18,643,44,128.6,0,6.615529566480483
558,6,3513,14.0,4.1,575,81,95.83333333333333,0,6.677020486972106
559,1,57,7.12,5.72,261,261,261.0,1,5.30569012087745
560,6,1111,9.92,8.47,633,1,105.5,0,5.49495265798145
561,10,1008,14.4,1.8,546,45,54.6,0,5.295563578351415
562,2,80,1.57,4.46,52,43,26.0,0,4.631032845513819
563,16,1771,13.12,3.65,638,48,39.875,0,6.618204795470328
564,1,298,6.93,2.55,331,331,331.0,1,3.9740583963475986
565,5,281,7.02,3.63,555,64,111.0,0,5.625568649113286
566,9,597,1.77,2.39,489,27,54.333333333333336,0,5.114574800598636
567,16,1633,7.39,4.62,570,65,35.625,0,6.819317430520218
568,3,553,9.7,2.12,309,151,103.0,0,5.029980300360032
569,4,902,7.33,3.72,534,80,133.5,0,6.597650349428339
570,34,2527,19.29,3.46,610,1,17.941176470588236,0,7.40328044545795
571,7,1144,10.9,1.25,298,17,42.57142857142857,0,5.878239856393353
572,3,93,5.81,3.6,199,46,66.33333333333333,0,4.403298769949421
573,1,29,4.14,4.06,127,127,127.0,1,6.578570424771492
574,12,2743,15.15,2.38,579,11,48.25,0,6.22943759586819
575,13,2084,8.51,2.82,628,1,48.30769230769231,0,7.3049059174862165
576,13,2136,10.79,20.96,632,43,48.61538461538461,0,5.609435164477434
577,2,340,20.0,4.29,599,379,299.5,0,4.477336814478207
578,3,267,5.24,3.31,513,457,171.0,0,6.647882907169623
579,12,1246,10.65,2.6,471,54,39.25,0,6.9808477356745335
580,34,21429,65.53,2.93,554,5,16.294117647058822,0,8.625835914732527
581,14,2438,11.24,2.95,640,128,45.714285714285715,0,6.508918157164194
582,7,439,3.99,2.54,379,187,54.142857142857146,0,6.188469440812497
583,6,679,9.18,2.2,642,16,107.0,0,7.06211450848997
584,3,2034,226.0,0.59,485,156,161.66666666666666,0,6.293973653802932
585,1,93,10.33,1.49,219,219,219.0,1,5.738988730390821
586,4,879,10.46,9.46,645,52,161.25,0,7.104924396524111
587,2,467,13.74,2.01,586,347,293.0,0,5.478970866241294
588,1,98,7.54,2.95,184,184,184.0,1,3.9400272018377436
589,14,2382,10.45,5.25,613,17,43.785714285714285,0,5.335227720568134
590,1,193,13.79,0.76,204,204,204.0,1,4.743365684739491
591,3,675,11.64,6.64,186,36,62.0,0,6.560096707969994
592,19,3128,17.19,2.61,557,53,29.31578947368421,0,4.9717558560353385
593,1,26,6.5,4.02,101,101,101.0,1,5.079788152784572
594,1,100,12.5,1.04,162,162,162.0,1,6.298066504412274
595,3,893,16.85,3.4,450,31,150.0,0,4.961725122726247
596,1,235,13.06,2.1,346,346,346.0,1,5.643997083920163
597,2,63,7.0,3.65,42,16,21.0,0,5.22853847194012
598,1,126,21.0,0.61,46,46,46.0,1,4.8546829923223696
599,6,1212,14.6,1.76,522,18,87.0,0,4.584150818764016
600,2,140,7.78,2.33,53,26,26.5,0,5.820972742067605
601,13,4227,53.51,4.94,632,81,48.61538461538461,0,7.444880029082028
602,5,1539,34.2,1.62,645,111,129.0,0,2.405141681319138
603,1,442,13.81,1.58,4,4,4.0,1,7.320804885263391
604,1,66,13.2,8.84,156,156,156.0,1,6.178462651785838
605,5,1940,194.0,1.38,637,25,127.4,0,6.765269630685382
606,3,320,3.56,2.59,180,47,60.0,0,5.558756702605943
607,5,415,5.39,2.11,420,190,84.0,0,5.394081988532416
608,2,54,4.91,4.37,345,155,172.5,0,3.9693480720474157
609,28,3488,5.16,5.19,533,16,19.035714285714285,0,8.372987891934844
610,12,2089,12.51,1.85,592,15,49.333333333333336,0,6.355725643292089
611,1,28,4.67,1.21,111,111,111.0,1,3.6477970090127063
612,1,79,7.18,2.81,491,491,491.0,1,5.965197570857262
613,10,2473,4.88,1.61,584,37,58.4,0,6.700177450772017
614,6,1366,4.76,2.71,646,302,107.66666666666667,0,6.431008968869009
615,4,253,5.75,2.82,565,348,141.25,0,5.2810694731384835
616,8,1929,11.35,2.03,597,72,74.625,0,6.283182215577119
617,16,2930,11.91,9.45,639,96,39.9375,0,6.717707955157117
618,10,773,10.59,1.49,642,35,64.2,0,4.626735963902652
619,14,2295,10.07,2.0,577,16,41.214285714285715,0,8.13882463339225
620,5,1257,9.52,3.97,535,72,107.0,0,7.5495196874673125
621,4,1414,26.19,1.87,473,148,118.25,0,5.569908166099873
622,1,83,11.86,0.96,52,52,52.0,1,6.362165662779806
623,2,66,13.2,2.98,372,289,186.0,0,4.056988775678332
624,16,1479,8.36,4.15,646,10,40.375,0,6.804858392762283
625,2,119,6.61,2.66,57,15,28.5,0,7.265114988415454
626,12,1562,10.14,2.26,631,25,52.583333333333336,0,5.861868258936908
627,26,3593,10.92,2.17,644,5,24.76923076923077,0,6.8989062414827655
628,8,1365,16.85,2.13,403,142,50.375,0,6.54388306817231
629,9,1892,12.87,3.63,345,7,38.333333333333336,0,7.092473960375814
630,3,720,23.23,3.62,125,43,41.666666666666664,0,7.6587373112130335
631,2,485,19.4,4.58,486,285,243.0,0,6.066479250913428
632,2,466,14.12,2.2,47,7,23.5,0,6.275665567723107
633,2,171,6.58,3.72,438,385,219.0,0,6.177549845465586
634,1,105,9.55,2.55,159,159,159.0,1,5.66791347157529
635,1,14,3.5,4.03,53,53,53.0,1,5.453010756224518
636,18,2898,4.64,10.79,638,30,35.44444444444444,0,6.367620988354806
637,38,9468,16.85,3.14,645,35,16.973684210526315,0,8.748566782850464
638,11,2777,16.83,1.85,635,78,57.72727272727273,0,6.756048277605776
639,2,293,12.74,4.46,66,66,33.0,0,4.887186236813245
640,7,922,10.13,2.5,522,16,74.57142857142857,0,6.045905382786228
641,4,1080,10.91,1.65,583,53,145.75,0,5.968861000898129
642,1,28,9.33,4.42,485,485,485.0,1,4.426043520090656
643,33,3774,6.5,2.82,648,3,19.636363636363637,0,6.527504598514699
644,9,1728,2.63,2.9,593,12,65.88888888888889,0,4.54775291511814
645,10,1080,9.73,2.95,586,109,58.6,0,6.442205715641297
646,12,5630,8.11,6.34,526,68,43.833333333333336,0,7.5206030522573535
647,1,387,11.73,1.28,15,15,15.0,1,5.399519247057004
648,30,3353,17.19,2.94,646,1,21.533333333333335,0,8.57711168162748
649,1,75,1.42,3.26,300,300,300.0,1,5.305541211637356
650,17,2304,3.8,2.42,193,16,11.352941176470589,0,7.759750660150395
651,18,4433,13.6,2.05,645,10,35.833333333333336,0,6.763145605322034
652,25,5600,32.0,1.5,548,17,21.92,0,7.355423826975367
653,22,9332,36.03,1.83,638,1,29.0,0,7.17685068455813
654,14,3379,17.97,1.05,596,22,42.57142857142857,0,5.3992028843218955
655,1,201,9.57,4.25,6,6,6.0,1,4.920564697006408
656,2,232,10.09,1.3,174,169,87.0,0,6.694438288485663
657,4,794,19.37,6.4,450,170,112.5,0,6.267162597157081
658,4,233,5.42,2.57,304,91,76.0,0,5.201365840471587
659,4,142,2.37,11.44,646,322,161.5,0,3.594568774642695
660,8,514,3.62,2.4,631,35,78.875,0,6.01683985343921
661,26,4279,5.62,2.72,640,50,24.615384615384617,0,6.9023406462806385
662,2,362,2.87,2.41,644,314,322.0,0,5.110058217087329
663,10,7778,24.69,8.67,330,38,33.0,0,9.8491849980216
664,20,2469,9.64,2.41,632,9,31.6,0,6.971143138362312
665,3,73,1.52,3.49,11,0,3.6666666666666665,0,10.835608916118764
666,17,2549,6.8,1.89,639,29,37.588235294117645,0,6.386340453661878
667,12,7810,116.57,0.82,530,52,44.166666666666664,0,6.180844468269383
668,10,2745,14.45,2.73,639,5,63.9,0,5.2869530364689865
669,3,394,14.07,1.71,647,11,215.66666666666666,0,5.4844649281755204
670,26,3963,13.86,2.06,648,28,24.923076923076923,0,7.605984523948876
671,3,198,49.5,2.79,151,5,50.333333333333336,0,5.681366435371869
672,10,2284,10.98,1.98,563,40,56.3,0,6.74555394610404
673,13,1947,31.92,2.92,641,264,49.30769230769231,0,6.743517225578453
674,2,301,11.58,1.56,31,2,15.5,0,6.440100888113778
675,1,278,14.63,2.18,353,353,353.0,1,6.437159474435212
676,2,359,11.58,1.46,460,165,230.0,0,5.513025439041145
677,7,925,12.67,1.31,488,5,69.71428571428571,0,5.680957284014257
678,5,1110,16.09,1.17,93,23,18.6,0,7.364730657936757
679,19,6687,36.94,1.97,647,14,34.05263157894737,0,6.650330793691053
680,3,412,13.29,2.43,452,399,150.66666666666666,0,5.526329049259107
681,1,128,8.53,2.99,14,14,14.0,1,6.217344351465073
682,6,1125,62.5,2.22,520,66,86.66666666666667,0,6.38856140554563
683,9,3484,13.66,3.35,604,164,67.11111111111111,0,7.522897673894112
684,8,727,31.61,2.43,549,195,68.625,0,5.709101636133801
685,1,172,21.5,1.31,269,269,269.0,1,5.66261319761813
686,6,1315,13.84,1.05,568,143,94.66666666666667,0,5.282492816201065
687,137,127442,41.51,68.41,648,2,4.7299270072992705,0,9.58444758711584
688,4,299,5.25,1.89,555,194,138.75,0,4.916690847919714
689,16,3782,3.43,1.59,646,5,40.375,0,7.323520491748978
690,4,558,13.61,3.02,371,61,92.75,0,6.470427917725189
691,7,241,2.68,2.27,590,74,84.28571428571429,0,4.921658350281541
692,3,78,6.5,4.49,640,128,213.33333333333334,0,5.819637727406669
693,7,1715,8.84,4.04,537,80,76.71428571428571,0,7.340459348477051
694,12,908,5.25,3.79,561,5,46.75,0,5.5254529391317835
695,3,320,3.9,1.72,91,7,30.333333333333332,0,6.768355271100787
696,30,640,2.91,12.97,457,0,15.233333333333333,0,6.0919883848742815
697,4,658,17.78,1.59,219,18,54.75,0,6.368015645051504
698,12,2721,14.79,2.65,298,5,24.833333333333332,0,7.0579151489676955
699,9,1276,12.04,2.11,638,17,70.88888888888889,0,7.631872886331932
700,2,356,9.62,2.09,306,179,153.0,0,5.942011663388452
701,26,5914,10.79,2.78,612,15,23.53846153846154,0,8.421008229101238
702,7,453,6.97,4.65,613,54,87.57142857142857,0,5.491207874691225
703,8,505,14.03,2.46,497,58,62.125,0,5.087966637032579
704,3,320,2.22,2.35,646,331,215.33333333333334,0,4.996062964912999
705,8,877,10.7,3.39,552,173,69.0,0,5.093750200806762
706,14,1399,7.69,3.64,596,30,42.57142857142857,0,4.919250732294404
707,15,1467,9.4,2.8,640,6,42.666666666666664,0,6.824210613271792
708,1,794,72.18,1.28,355,355,355.0,1,6.831392458876122
709,3,575,11.98,2.62,187,65,62.333333333333336,0,4.51393170555382
710,7,1286,10.54,4.37,641,96,91.57142857142857,0,6.241775694493103
711,1,88,5.87,3.73,323,323,323.0,1,7.344008207242619
712,16,797,6.81,4.87,436,9,27.25,0,6.548906545502552
713,2,234,8.07,4.63,402,319,201.0,0,4.245060779600724
714,14,2695,11.28,2.91,521,22,37.214285714285715,0,6.534849321932987
715,3,1055,19.18,2.5,350,119,116.66666666666667,0,6.150368199359277
716,11,2855,10.65,2.45,579,105,52.63636363636363,0,6.531518821534102
717,6,504,10.08,3.93,381,201,63.5,0,6.202677207554227
718,4,1184,16.44,2.08,174,24,43.5,0,5.7280847671791655
719,6,862,19.16,2.5,553,121,92.16666666666667,0,6.209917112934068
720,8,2394,21.19,1.77,528,67,66.0,0,5.8377304471659395
721,4,430,15.36,2.78,414,281,103.5,0,5.554973060394695
722,19,1309,8.28,2.89,644,4,33.89473684210526,0,5.828827963630426
723,2,256,10.24,4.02,333,135,166.5,0,6.289047444237025
724,15,2687,9.56,3.51,385,4,25.666666666666668,0,5.409948182719222
725,8,2415,12.91,1.95,557,32,69.625,0,4.499365127091115
726,23,13236,58.05,2.82,645,61,28.043478260869566,0,7.9767533638740655
727,3,467,11.39,1.35,150,16,50.0,0,7.299986538053332
728,3,534,16.69,2.96,491,163,163.66666666666666,0,5.443845262512979
729,3,144,8.47,1.41,151,45,50.333333333333336,0,4.589244035437832
730,7,71176,363.14,25.32,635,121,90.71428571428571,0,7.656488526781628
731,19,3500,23.65,0.74,572,19,30.105263157894736,0,6.941576827457648
732,1,318,9.94,3.75,563,563,563.0,1,6.216007119335899
733,5,356,11.87,3.07,640,86,128.0,0,7.367967377265335
734,5,5206,17.89,1.23,645,152,129.0,0,7.653048889905623
735,1,48,24.0,0.42,108,108,108.0,1,4.375757021660286
736,5,172,5.38,3.26,199,44,39.8,0,4.142817215672879
737,4,701,11.88,5.21,641,271,160.25,0,7.073159541899081
738,19,3955,12.36,2.83,640,30,33.68421052631579,0,7.183415376206592
739,10,2086,16.56,2.94,540,55,54.0,0,7.159494061656424
740,8,1093,11.88,2.84,639,56,79.875,0,5.63611015942233
741,4,798,13.76,2.73,641,348,160.25,0,5.119190700650601
742,1,46,6.57,3.68,184,184,184.0,1,6.747832975331628
743,74,71038,35.61,2.93,637,8,8.608108108108109,0,9.011613785508898
744,21,5444,25.2,3.21,647,17,30.80952380952381,0,6.903024104606236
745,2,510,9.44,2.44,44,23,22.0,0,6.4640585683894125
746,4,966,80.5,0.78,586,288,146.5,0,7.432318113717221
747,8,2475,11.1,2.35,641,44,80.125,0,6.2045981657928735
748,9,1689,14.31,2.8,460,3,51.111111111111114,0,6.146607591521443
749,10,1007,8.46,6.46,413,0,41.3,0,6.221663152895869
750,6,828,9.98,2.73,544,43,90.66666666666667,0,6.709462864278068
751,5,1903,19.22,2.56,382,26,76.4,0,6.207261175759139
752,12,4155,10.47,3.42,632,18,52.666666666666664,0,7.2153576188690485
753,3,359,12.38,1.47,325,57,108.33333333333333,0,6.389854686544183
754,11,2526,11.86,3.07,478,3,43.45454545454545,0,5.075173815233827
755,1,325,8.33,2.08,5,5,5.0,1,4.637250079451503
756,3,716,15.23,1.64,185,107,61.666666666666664,0,5.9942107727760074
757,16,1847,10.61,2.3,648,39,40.5,0,6.771798089346843
758,4,223,13.94,4.89,381,46,95.25,0,5.249337184326318
759,1,635,10.76,2.41,4,4,4.0,1,6.7548371725574246
760,10,2053,7.69,2.6,185,47,18.5,0,7.966253655713672
761,3,379,5.41,4.51,389,204,129.66666666666666,0,5.254626677923303
762,1,225,4.79,0.94,360,360,360.0,1,5.060250514638451
763,1,407,2.89,1.87,299,299,299.0,1,6.255941961915169
764,1,190,17.27,2.53,73,73,73.0,1,6.703580674215529
765,1,198,5.66,3.05,18,18,18.0,1,7.067115224138744
766,14,3035,10.57,2.98,598,0,42.714285714285715,0,6.665186779042179
767,4,694,14.46,2.26,499,100,124.75,0,6.407209964623703
768,8,1189,4.32,3.41,334,53,41.75,0,7.631906818404772
769,17,2721,5.1,2.55,509,87,29.941176470588236,0,7.159509610491428
770,6,674,3.42,2.43,646,280,107.66666666666667,0,5.591098914544516
771,10,676,18.78,2.63,123,3,12.3,0,7.228562601865746
772,19,4150,25.46,2.2,634,5,33.36842105263158,0,6.745259878619315
773,11,1346,8.31,6.69,628,18,57.09090909090909,0,4.770091228101879
774,10,1700,17.89,1.7,642,4,64.2,0,4.795790545596741
775,8,1791,21.58,4.08,476,32,59.5,0,4.2612704335380815
776,1,497,15.06,0.77,334,334,334.0,1,6.56957959231337
777,19,3991,4.79,2.92,632,7,33.26315789473684,0,7.474011825333893
778,1,98,7.54,1.43,17,17,17.0,1,7.194451866002625
779,3,194,2.9,1.68,292,162,97.33333333333333,0,6.456220054019444
780,4,972,14.29,2.75,601,121,150.25,0,5.795844962170038
781,15,3075,9.73,3.11,632,79,42.13333333333333,0,7.806004232355527
782,13,4829,10.88,4.92,554,50,42.61538461538461,0,7.236692052323268
783,2,266,11.08,59.51,541,404,270.5,0,5.475793871678792
784,2,124,6.2,4.41,234,149,117.0,0,6.625935986798732
785,10,1183,12.86,2.79,647,226,64.7,0,6.85590393417657
786,9,849,8.75,3.88,600,4,66.66666666666667,0,6.761931500748354
787,4,1025,10.15,3.68,288,48,72.0,0,5.878799641450515
788,2,463,4.06,1.35,296,156,148.0,0,6.317796256218361
789,3,448,8.3,1.87,309,105,103.0,0,6.1668873622107805
790,1,27,2.25,0.94,273,273,273.0,1,5.6131281063880705
791,6,1091,3.35,1.24,345,156,57.5,0,6.112996103827938
792,11,1290,3.41,2.22,601,104,54.63636363636363,0,5.453353368647569
793,3,175,2.03,2.76,430,3,143.33333333333334,0,4.865840709193022
794,3,522,2.64,1.97,51,40,17.0,0,7.531889945005065
795,10,663,3.35,3.22,341,30,34.1,0,5.8402927593062435
796,11,1837,11.7,3.36,635,25,57.72727272727273,0,6.287300783815632
797,9,806,4.07,1.84,647,222,71.88888888888889,0,5.945839369081707
798,2,184,4.84,3.27,340,197,170.0,0,4.47175307254774
799,1,10,10.0,0.0,191,191,191.0,1,3.9569963710708773
800,1,259,3.41,2.46,489,489,489.0,1,6.101752901002105
801,3,295,10.17,2.5,318,95,106.0,0,5.1667269461604395
802,4,600,100.0,0.07,613,93,153.25,0,6.496473285552407
803,3,403,10.33,1.58,627,312,209.0,0,5.27469043591688
804,7,1268,11.53,1.7,379,8,54.142857142857146,0,7.251302429275312
805,3,425,13.71,1.48,632,310,210.66666666666666,0,5.368402974114725
806,2,103,2.45,1.98,288,277,144.0,0,6.7677112968375015
807,6,1766,8.1,6.07,551,64,91.83333333333333,0,7.21476927973341
808,2,100,12.5,0.93,640,310,320.0,0,4.945634443878841
809,1,22,11.0,0.3,30,30,30.0,1,3.751854253275325
810,9,1326,5.69,6.59,459,25,51.0,0,6.305581615756841
811,6,813,4.67,1.85,379,43,63.166666666666664,0,5.929961414513932
812,2,47,9.4,4.33,99,21,49.5,0,3.091042453358316
813,6,406,1.87,2.81,222,58,37.0,0,6.941306102493219
